,0,1,2,3,4,5,6,7
14,"5,3",20%,Abhishek Sharma,Chandra Prakash Dwivedi,Un arqueólogo ateo convertido en creyente debe correr contra el tiempo para demostrar la verdadera existencia del legendario Ram Setu antes de que las fuerzas del mal destruyan el pilar de la herencia de la India.,"Acción
Aventura",2h 20min,Ram Setu
15,"5,7",29%,Martin Campbell,Dario Scardapane,Un asesino a sueldo descubre que se ha convertido en un objetivo después de que se niega a completar un trabajo para una peligrosa organización criminal.,"Acción
Crimen
Suspense",1h 54min,La memoria de un asesino
16,"4,4",0%,Mohit Suri,Mohit Suri,The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.,"Acción
Crimen
Romance",2h 9min,Ek Villain Returns
17,"6,7",73%,Tommy Wirkola,Pat Casey,"Cuando un grupo de mercenarios ataca la propiedad de una familia adinerada, Santa Claus debe intervenir para salvar el día (y la Navidad).","Acción
Comedia
Suspense",1h 52min,Noche de paz
18,"4,1",53%,Andrew Baird,Ben Conway,"Freddy, un delincuente de poca monta, huye con una bolsa llena de dinero y coca. Está muy mal herido. Con una bala en las tripas se le está acabando el tiempo.","Acción
Suspense",1h 35min,One Way
19,"6,8",50%,Sailesh Kolanu,Girish Kohli,"Vikram is a 32-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.","Acción
Crimen
Drama",2h 12min,HIT: The First Case
20,"3,9",30%,David Beton,David Beton,"Una iglesia, un cura, un herido y su arma cargada. Intenso suspenso durante una noche en la que debe tener lugar una confesión vengativa.","Acción
Suspense",1h 20min,Confession
21,"4,7",50%,Jesse Edwards,Jesse Edwards,"To save her dying mother, Lupe, a Mexican-Navajo mechanic bands together with an outlaw cowgirl. Together they must travel across the desert, outrun criminals, and confront a corrupt landowner.","Acción
Del oeste",1h 45min,The Stolen Valley
22,"3,4",29%,Steven Luke,Steven Luke,"En los últimos días de la Segunda Guerra Mundial, Alemania, desesperada por un último intento de derrotar a las potencias aliadas, formó la Armada alemana y los últimos submarinos restantes, para una última misión, atacar Estados Unidos.","Acción
Aventura
Historia",1h 27min,Operación Seawolf
23,"6,2",59%,Felix Chong,Felix Chong,Se descubre una conspiración criminal cuando la bolsa se desploma.,"Acción
Crimen
Drama",2h 6min,Goldfinger
