,0,1,2,3,4,5,6,7
14,"5,3",20%,Abhishek Sharma,Chandra Prakash Dwivedi,Un arqueólogo ateo convertido en creyente debe correr contra el tiempo para demostrar la verdadera existencia del legendario Ram Setu antes de que las fuerzas del mal destruyan el pilar de la herencia de la India.,"Acción
Aventura",2h 20min,Ram Setu
15,"5,7",29%,Martin Campbell,Dario Scardapane,Un asesino a sueldo descubre que se ha convertido en un objetivo después de que se niega a completar un trabajo para una peligrosa organización criminal.,"Acción
Crimen
Suspense",1h 54min,La memoria de un asesino
16,"4,4",0%,Mohit Suri,Mohit Suri,The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.,"Acción
Crimen
Romance",2h 9min,Ek Villain Returns
17,"6,7",73%,Tommy Wirkola,Pat Casey,"Cuando un grupo de mercenarios ataca la propiedad de una familia adinerada, Santa Claus debe intervenir para salvar el día (y la Navidad).","Acción
Comedia
Suspense",1h 52min,Noche de paz
18,"4,1",53%,Andrew Baird,Ben Conway,"Freddy, un delincuente de poca monta, huye con una bolsa llena de dinero y coca. Está muy mal herido. Con una bala en las tripas se le está acabando el tiempo.","Acción
Suspense",1h 35min,One Way
19,"6,8",50%,Sailesh Kolanu,Girish Kohli,"Vikram is a 32-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.","Acción
Crimen
Drama",2h 12min,HIT: The First Case
20,"3,9",30%,David Beton,David Beton,"Una iglesia, un cura, un herido y su arma cargada. Intenso suspenso durante una noche en la que debe tener lugar una confesión vengativa.","Acción
Suspense",1h 20min,Confession
21,"4,7",50%,Jesse Edwards,Jesse Edwards,"To save her dying mother, Lupe, a Mexican-Navajo mechanic bands together with an outlaw cowgirl. Together they must travel across the desert, outrun criminals, and confront a corrupt landowner.","Acción
Del oeste",1h 45min,The Stolen Valley
22,"3,4",29%,Steven Luke,Steven Luke,"En los últimos días de la Segunda Guerra Mundial, Alemania, desesperada por un último intento de derrotar a las potencias aliadas, formó la Armada alemana y los últimos submarinos restantes, para una última misión, atacar Estados Unidos.","Acción
Aventura
Historia",1h 27min,Operación Seawolf
23,"6,2",59%,Felix Chong,Felix Chong,Se descubre una conspiración criminal cuando la bolsa se desploma.,"Acción
Crimen
Drama",2h 6min,Goldfinger
24,"5,4",10%,Robert Luketic,Bob DeRosa,"Una mujer de vacaciones conoce al hombre ideal, con el que rápidamente se casa. De vuelta en casa, su idilio se desvanece cuando descubren que sus vecinos podrían ser asesinos a sueldo contratados para matarlos.","Acción
Comedia
Romance",1h 40min,Killers
25,"6,8",51%,Joseph Kosinski,Edward Kitsis,"El hijo del diseñador de un mundo virtual va en busca de su padre y acaba en el mundo que su padre creó, donde conoce a su corrupta creación y a un aliado que ha nacido en este universo.","Acción
Aventura
Ciencia ficción",2h 5min,Tron: Legacy
26,"7,0",66%,Jeff Tremaine,Jeff Tremaine,"Los chicos de Jackass han vuelto, así que prepárate para contemplar, desde una distancia segura e higiénica, las increíbles, explícitas y no censuradas actividades de estos entrañables idiotas.","Documental
Acción
Comedia",1h 34min,Jackass 3D
27,"6,2",66%,Harald Zwart,Christopher Murphey,"Una madre soltera tiene que mudarse a China con su hijo por trabajo. En su nuevo hogar, el niño se acoge al kung-fu bajo el tutelaje de un maestro.","Acción
Drama
Familiar",2h 20min,The Karate Kid
28,"6,4",37%,Pierre Morel,Adi Hasak,"En París, un joven empleado de la oficina del embajador de los Estados Unidos se involucra con un espía estadounidense que busca detener un ataque terrorista en la ciudad.","Acción
Crimen
Suspense",1h 32min,Desde París con amor
29,"6,4",72%,Christopher Smith,Dario Poloni,"Ambientada en la época del primer brote de peste bubónica en Inglaterra, a un joven monje se le encomienda la tarea de averiguar la verdad sobre los informes de personas que vuelven a la vida en un pequeño pueblo.","Acción
Drama
Historia",1h 42min,Black Death (Garra negra)
30,"6,1",18%,Guy Moshe,Boaz Davidson,Un joven se ha pasado la vida buscando venganza solo para enfrentarse a un desafío mayor del que esperaba.,"Acción
Drama
Suspense",2h 4min,Bunraku
31,"6,9",52%,Zack Snyder,John Orloff,"Cuando un joven búho es secuestrado por un ejército de búhos malvados, debe escapar con nuevos amigos y buscar a los legendarios Guardianes para detener la amenaza.","Animación
Acción
Aventura",1h 37min,Ga'Hoole La leyenda de los guardianes
32,"5,8",21%,Paul W.S. Anderson,Paul W.S. Anderson,"Mientras sigue intentando destruir a la malvada Corporación Umbrella, Alice se une a un grupo de supervivientes que viven en una prisión rodeada de infectados que también quieren trasladarse al misterioso refugio conocido como Arcadia.","Acción
Terror
Ciencia ficción",1h 36min,Resident Evil: Ultratumba
33,"7,3",67%,Jaret Martino,Jaret MartinoAlexa Petito,"A middle school student is forced to move schools after horrific bullying, despite processing grief and making a huge transition she's able to clear the way for a brighter future.",Corto,13min,The Worst Day of My Life
34,"5,4",95%,Ilker Savaskurt,Mehmet Kala,"A quirky receptionist in a hotel in Istanbul welcomes guests as they tumble upon their daily struggles, all to end up in a mix of chaos and dread after the arrival of a mysterious man who declares that he is their patron Saint.","Drama
Misterio
Suspense",1h 49min,Reflection
35,"5,9",20%,A.L. Vijay,Vijayendra Prasad,A biopic on the late Tamil Nadu Chief Minister J Jayalalithaa.,"Biografía
Drama",2h 33min,Thalaivi
36,"6,7",84%,Gil Kenan,Ol Parker,"En esta historia sobre el origen de Papá Noel, un niño corriente emprende una aventura extraordinaria para encontrar a su padre, entregado a la búsqueda de la legendaria aldea de Elfhelm.","Aventura
Drama
Familiar",1h 46min,El chico que salvó la Navidad
37,"5,7",48%,Ferdinando Cito Filomarino,Kevin A. Rice,"Después de un fatídico accidente de tráfico en Grecia, el turista estadounidense Beckett debe darse a la fuga para evitar que lo maten, pues se ha visto implicado en una peligrosa conspiración política.","Acción
Crimen
Drama",1h 50min,Beckett
38,"7,2",93%,Juho Kuosmanen,Rosa Liksom,"Mientras un tren se dirige al Círculo Polar Ártico, dos extraños comparten un viaje que les cambiará su perspectiva de la vida.","Drama
Romance",1h 47min,Compartimento nº 6
39,"5,9",100%,Urenna Amadi,Amadi Chris,"Even in this contemporary world, modernized slavery is still the order of the day. People voluntarily work for pay but end up receiving hatred, humiliation, denial, and hardship. However, time has got its ways of healing all wounds.",Drama,1h 21min,Not a Slave
40,"8,4",95%,Shoojit Sircar,Shubhendu Bhattacharya,"Un viaje biográfico que describe en detalle las dos décadas que pasó el revolucionario, Sij Punjabi Udham Singh, planeando el asesinato del hombre responsable de la masacre de Jallianwala Bagh.","Biografía
Crimen
Drama",2h 44min,Sardar Udham
41,"6,8",94%,Jane Campion,Jane Campion,"El carismático ranchero Phil Burbank inspira temor y asombro en quienes lo rodean. Cuando su hermano trae a casa una nueva esposa y su hijo, Phil los atormenta hasta que se ve expuesto a la posibilidad del amor.","Drama
Del oeste",2h 6min,El poder del perro
42,"8,8",100%,M. Manikandan,M. Manikandan,The last active farmer in a remote village tries to hold out against a property developer.,Drama,2h 2min,Kadaisi Vivasayi
43,"5,9",81%,Harry Wootliff,Harry Wootliff,Sigue a una joven que vive al margen de la sociedad y que se deja embriagar por un desconocido que anula su tranquila vida.,Drama,1h 42min,True Things
44,"6,2",0%,Rumi Jaffery,Rumi Jaffery,"Un octogenario tiene la afición por los juegos de la vida real sobre aciertos y errores. Un vistazo a las decisiones que uno toma a lo largo de su vida y el hecho de que cada decisión tiene sus repercusiones, su audiencia y su juicio.","Drama
Misterio
Suspense",2h 19min,Chehre
45,"5,9",29%,Michael Mailer,Vojin Gjaja,"Durante su último año en una universidad de la Ivy League en 1999, la vida de un grupo de amigos y compañeros de equipo cambia para siempre cuando un veterinario del ejército asume el cargo de entrenador de su disfuncional equipo de remo.","Drama
Deporte",1h 59min,Heart of Champions
46,"5,2",37%,Darren Lynn Bousman,Josh Stolberg,Una mente sádica da rienda suelta a una forma retorcida de justicia; el aterrador nuevo capítulo del Libro de Saw.,"Terror
Misterio
Suspense",1h 33min,Spiral. Saw
47,"6,3",67%,Ben Sombogaart,Marian Batavier,"Las memorias de la amiga de Ana Frank, Hannah Goslar.",Drama,1h 43min,Mi gran amiga Ana Frank
48,"8,0",94%,Sian Heder,Sian Heder,"Como hija de adultos sordos, Ruby es la única persona oyente en su familia. Cuando el negocio pesquero de la familia se ve amenazado, Ruby se encuentra dividida entre perseguir su amor por la música y su miedo a abandonar a sus padres.","Comedia
Drama
Música",1h 51min,CODA: Los sonidos del silencio
49,"6,8",95%,Jan Verheyen,Lien Willaert,"William and Olga are given the shock diagnosis that their only daughter Sandra (6) has MLD, a rare muscular disease. She has roughly one year to live. As the family's world crumbles, the father refuses to give up hope and starts a fierce battle against the pharma industry.",Drama,1h 47min,Red Sandra
50,"5,3",57%,Alejandro Hidalgo,Alejandro Hidalgo,Un sacerdote estadounidense que trabaja en México es poseído durante un exorcismo y termina cometiendo un acto terrible.,"Drama
Terror",1h 38min,El exorcismo de Dios
51,"6,2",49%,Martin Bourboulon,Caroline Bongrand,"El gobierno le está pidiendo a Eiffel que diseñe algo espectacular para la Exposición Universal de París de 1889, pero Eiffel simplemente quiere diseñar el metro.","Biografía
Drama
Historia",1h 48min,Eiffel
52,"4,1",100%,Clayton Scott,Clayton Scott,"En Skidmore (Missouri), dos reporteros descubren nuevos detalles sobre la desaparición hace diez años de Susie Potter y se obsesionan por averiguar la verdad.","Drama
Misterio
Suspense",1h 32min,Below the Fold
53,"5,6",67%,Kris Niklison,Kris Niklison,"In a remote and arid place, three people lead a monotonous life. Every day the man and his peon go to plow the land while the woman feeds the animals and washes the clothes. When an unexpected event breaks that routine, oppression and cruelty will manifest themselves without limits.",Corto,19min,Dogs
54,"6,6",86%,Kirill Serebrennikov,Alexey Salnikov,"Un día en la vida de un dibujante y su familia en la Rusia post-soviética. Mientras sufre de gripe, Petrov es llevado por su amigo Igor a una larga caminata, entrando y saliendo de la fantasía y la realidad.","Drama
Ciencia ficción",2h 25min,Petrov's Flu
55,"6,5",88%,J.P. Watts,J.P. Watts,"Durante la Primera Guerra Mundial, un grupo de mineros británicos son reclutados para hacer túneles y colocar bombas en la zona del frente alemán para poder poner fin a la Batalla de Messines.","Drama
Historia
Bélico",1h 36min,The War Below
56,"5,8",89%,Kate Dolan,Kate Dolan,"En el norte de Dublín, la madre de Char desaparece misteriosamente. Cuando regresa por la noche, Char tendrá que luchar por descubrir la verdad de su desaparición y desenterrar los oscuros secretos de su familia.","Drama
Terror",1h 33min,You Are Not My Mother
57,"6,9",100%,Ainsley Gardiner,Patricia Grace,"Entwines the very different lives of three Maori girls, cousins, through tumultuous decades, after one of them is taken from her family and raised in an orphanage.",Drama,1h 38min,Cousins
58,"7,4",93%,Xavier Giannoli,Xavier Giannoli,"Un joven poeta va en busca de fortuna con grandes esperanzas para el futuro, probando suerte en París bajo el ala protectora de una baronesa.","Drama
Romance",2h 29min,Las ilusiones perdidas
59,"6,7",90%,Leon Lee,Leon Lee,"When the Chinese Communist Party launches a brutal crackdown against 100 million citizens, a jaded American reporter and a team of innocent students risk everything to expose the deadly propaganda and fight for freedom.",Drama,1h 48min,Unsilenced
60,"5,4",73%,Oliver Milburn,Scott K. Andrews,A 15-year old flees to his school after an apocalyptic event.,"Comedia
Drama
Terror",1h 45min,School's Out Forever
61,"7,3",84%,Scooter Powell,Rasheed Stephens,A betrayed married woman's life change in one day after running into a man whose life has reached a crossroad. They make the right choices and their lives change between forever.,"Drama
Romance",1h 23min,Between Forever
